id;anio;titulo;resumen;titulo_limpio;resumen_limpio;facultad;carrera;descargas;vistas
62203;2016;"El proceso de reclutamiento y selección del personal para la incorporación del personal del área de mucamas de la empresa privada de salud "" Sanatorio Santa Maria S.A.""";El siguiente trabajo de investigación propone conocer el Proceso de Reclutamiento y Selección del Personal del Área de Mucamas de la empresa privada de Salud “Sanatorio Santa María S.A.”. Para la realización del trabajo de investigación, se realizará un sondeo interno del personal actual del Sanatorio Santa María S.A. que se basará en la utilización de las siguientes herramientas: a) Encuestas semi-estructurada y b) fuentes documentales. A través de los resultados que se obtendrán se podrá identificar, conocer y describir aquellos factores e indicadores que son tomados en cuenta a la hora del Reclutamiento inicial del personal, y que a posterior formaran parte del motivo más importante para la selección de los potenciales candidatos a cubrir el puesto en la organización.;proceso reclutamiento selección personal incorporación personal área mucamas empresa privada salud   sanatorio santa maria s  ;siguiente trabajo investigación propone conocer proceso reclutamiento selección personal área mucamas empresa privada salud “sanatorio santa maría s ”  realización trabajo investigación  realizará sondeo interno personal actual sanatorio santa maría s  basará utilización siguientes herramientas   encuestas semi estructurada b  fuentes documentales  través resultados obtendrán podrá identificar  conocer describir aquellos factores indicadores tomados cuenta hora reclutamiento inicial personal  posterior formaran parte motivo importante selección potenciales candidatos cubrir puesto organización ;Economía y Administración;Licenciatura en Recursos Humanos;309;80
62362;2017;Desarrollo y montaje de una planta de galvanizado en caliente;El proyecto “Desarrollo y Montaje de una planta de Galvanizado en caliente” que se lleva a cabo, tiene como fin brindar a las empresas regionales de un servicio de galvanizado, basando su estrategia en terminaciones de calidad incuestionable, una esmerada atención al cliente y un servicio rápido y eficaz, consolidando su posición en el mercado de Salta, Argentina para ser referentes en lo que a recubrimientos superficiales se refiere. El servicio ofrecido, desde lo general, consiste en el galvanizado en caliente, utilizado para proteger las superficies externas e internas del acero a través de una barrera aislante. El proceso de galvanizado en caliente requiere como punto fundamental la instalación de un “horno” o crisol donde se encuentra el zinc en estado líquido a una temperatura de 450ºC. Pero para que el material llegue en óptimas condiciones a este paso, debe tratarse sucesivamente en otras cubas, las cuales contienen un desengrasante, decapante, agua y tratamiento químico. Para el montaje de la planta se cuenta con un galpón de 1.108,42 m2 situado estratégicamente en el parque Industrial de Salta, que cuenta con todos los servicios requeridos. De acuerdo al tamaño previsto de las instalaciones se ofrece el servicio de galvanizado para una gran variedad de productos, entre los que se destacan: Perfiles, Torres, Chapas, Herrajes, Herramientas, Tuercas, Tornillos, etc. Tendrá una capacidad productiva de 8.8 tn/día, considerando un día de producción de 16 horas dividido en dos turnos de 8 horas cada uno, lo cual da una producción anual de 2745,6 Tn/año. El precio por obtener este servicio es de $12 por kilogramo, asemejándose a los de competencia. La inversión inicial tendrá un valor de $26.119.084, por lo tanto, será necesario financiar parte del proyecto con un crédito bancario. Donde el valor actual neto (VAN) es de $32.148.359,84, mientras que la tasa interna de retorno (TIR) es de 87% indicando que el proyecto es altamente rentable.;desarrollo montaje planta galvanizado caliente;proyecto “desarrollo montaje planta galvanizado caliente” lleva cabo  fin brindar empresas regionales servicio galvanizado  basando estrategia terminaciones calidad incuestionable  esmerada atención cliente servicio rápido eficaz  consolidando posición mercado salta  argentina ser referentes recubrimientos superficiales refiere  servicio ofrecido  general  consiste galvanizado caliente  utilizado proteger superficies externas internas acero través barrera aislante  proceso galvanizado caliente requiere punto fundamental instalación “horno” crisol encuentra zinc líquido temperatura    ºc  material llegue óptimas condiciones paso  debe tratarse sucesivamente cubas  cuales contienen desengrasante  decapante  agua tratamiento químico  montaje planta cuenta galpón          m  situado estratégicamente parque industrial salta  cuenta servicios requeridos  acuerdo tamaño previsto instalaciones ofrece servicio galvanizado gran variedad productos  destacan  perfiles  torres  chapas  herrajes  herramientas  tuercas  tornillos  etc  capacidad productiva     tn día  considerando día producción    horas dividido dos turnos   horas cada  da producción anual        tn año  precio obtener servicio     kilogramo  asemejándose competencia  inversión inicial valor               necesario financiar parte proyecto crédito bancario  valor actual neto  van                  mientras tasa interna retorno  tir      indicando proyecto altamente rentable ;Ingeniería;Ingeniería Industrial;304;95
62433;2017;Relación entre el salto horizontal y la velocidad de carrera en jugadores amateur de squash;"El squash es considerado uno de los deportes más completos y saludables. En su práctica se involucra todo el cuerpo y requiere de diversas destrezas y capacidades como velocidad, fuerza, resistencia, flexibilidad y coordinación, además de implicar un alto grado de concentración y atención. La velocidad y la fuerza explosiva son capacidades muy importantes en este deporte, siendo muchas veces las determinantes de los resultados en el juego, por este motivo el presente trabajo se orientó al estudio de estas dos variables tan significativas, analizando en el mismo la relación existente entre ambas, de manera tal que se puedan diseñar planes de entrenamientos más específicos para los deportistas. En este trabajo se realizaron pruebas físicas a fin de determinar la potencia del tren inferior a través de la prueba de salto horizontal, la cual consistió en medir la distancia de salto máxima alcanzada por cada participantes, partiendo desde una marca delimitada y con los pies ligeramente separados. Asimismo, se evaluó la velocidad alcanzada por los participantes en 10 metros de carrera sin impulso previo, medida en cuadros por segundo mediante una filmación y utilizando el software KINOVEA para su análisis. Los resultados demostraron una correlación altamente significativa entre el salto horizontal y la velocidad de los participantes como también que los varones fueron en promedio más veloces y saltaron más lejos que las mujeres. La velocidad y el salto se vieron influenciados por el sexo pero no por la edad y/o el peso. Los resultados de este trabajo marcan las bases experimentales de futuras investigaciones que permitirán el desarrollo de programas de entrenamiento específicos para jugadores de Squash.
_x000D_
Squash is considered one of the most complete and healthy sports. Its practice involves the whole body and requires different skills and abilities such as speed, strength, endurance, flexibility and coordination. In addition squash involves a high degree of concentration and attention. Speed and powerful reactions are very important capabilities in this sport, often being determinants in the results of the game. For this reason the present work has been oriented to the study of those two variables and analyzes the relationship between them, so that it can improve and design more specific training plans for athletes. In this work, physical tests were performed in order to determine the power of the lower train through the test of horizontal jump, which consist in measure the maximum jump distance reached by each participant, starting from a rest position and with their feet slightly apart. Likewise, the speed reached by each participant was evaluated in 10 meters of career starting from rest position and measured in frames per second using the KINOVEA software. Results highlighted a highly significant correlation between the horizontal jump and the speed of the participants as well as the fact that men were on average faster and jumped further than women. The speed and the jump are influenced by the sex but not by age and/or weight. The results of this work are the experimental basis of future research that will enable the development of training programs specific to Squash players.";relación salto horizontal velocidad carrera jugadores amateur squash;squash considerado deportes completos saludables  práctica involucra cuerpo requiere diversas destrezas capacidades velocidad  fuerza  resistencia  flexibilidad coordinación  además implicar alto grado concentración atención  velocidad fuerza explosiva capacidades importantes deporte  siendo muchas veces determinantes resultados juego  motivo presente trabajo orientó estudio dos variables tan significativas  analizando mismo relación existente ambas  manera tal puedan diseñar planes entrenamientos específicos deportistas  trabajo realizaron pruebas físicas fin determinar potencia tren inferior través prueba salto horizontal  consistió medir distancia salto máxima alcanzada cada participantes  partiendo marca delimitada pies ligeramente separados  asimismo  evaluó velocidad alcanzada participantes    metros carrera impulso previo  medida cuadros segundo mediante filmación utilizando software kinovea análisis  resultados demostraron correlación altamente significativa salto horizontal velocidad participantes varones promedio veloces saltaron lejos mujeres  velocidad salto vieron influenciados sexo edad peso  resultados trabajo marcan bases experimentales futuras investigaciones permitirán desarrollo programas entrenamiento específicos jugadores squash ;Escuela de Educación Física;Licenciatura en Educación Física;147;116
62437;2017;La preparación académica docente en el jardín maternal;"La preparación académica docente de los profesores de Educación Física es uno de los mayores desafíos y merece la importancia y la atención necesaria para llevarla a cabo._x000D_
La formación docente se constituye en un proceso continuo para garantizar la adecuada preparación de los profesionales. Esta demanda de los momentos actuales está condicionada por un auge creciente de cambios de estrategias de formación ante nuevas necesidades de sistematización del conocimiento que cada vez se renueva con mayor velocidad y complejidad._x000D_
La institución jardín maternal es de carácter reciente en Argentina y se encuentra aún en construcción  de su identidad como organización educativa, por lo que resulta importante poder estudiar el desempeño de los docentes y sus problemáticas en la práctica de su trabajo, como así también si cuentan con las herramientas adecuadas. _x000D_
El propósito de mi trabajo consiste en conocer como es el desempeño de los profesores de Educación Física que ejercen su tarea en los Jardines Maternales en salas de  1 a 4 años de edad._x000D_
Por esa razón en este trabajo de investigación se contará con la participación de 27 jardines maternales, realizando encuestas cerradas a 33 profesores de Educación Física, egresados en Salta Capital que oscilan entre 22 y 28 años de edad para trabajar en jardín maternal._x000D_
El trabajo de investigación sigue aspectos del paradigma cualitativo. Se tomarán datos provenientes de encuestas cerradas.";preparación académica docente jardín maternal;"preparación académica docente profesores educación física mayores desafíos merece importancia atención necesaria llevarla cabo  x   d 
la formación docente constituye proceso continuo garantizar adecuada preparación profesionales  demanda momentos actuales condicionada auge creciente cambios estrategias formación nuevas necesidades sistematización conocimiento cada vez renueva mayor velocidad complejidad  x   d 
la institución jardín maternal carácter reciente argentina encuentra aún construcción  identidad organización educativa  resulta importante poder estudiar desempeño docentes problemáticas práctica trabajo  así si cuentan herramientas adecuadas   x   d 
el propósito trabajo consiste conocer desempeño profesores educación física ejercen tarea jardines maternales salas      años edad  x   d 
por razón trabajo investigación contará participación    jardines maternales  realizando encuestas cerradas    profesores educación física  egresados salta capital oscilan       años edad trabajar jardín maternal  x   d 
el trabajo investigación sigue aspectos paradigma cualitativo  tomarán datos provenientes encuestas cerradas ";Escuela de Educación Física;Licenciatura en Educación Física;87;46
62507;2017;Análisis de la aplicación de las tecnologías de la información y la comunicación en la escuela pública Arturo Illia de la Ciudad de Salta durante el año 2016;"El presente trabajo se propone conocer el modo en que se aplican las TIC en las estrategias educativas en una escuela pública de Salta, con el objetivo de aprovechar la creciente virtualización de las nuevas generaciones. Es decir, los niños y jóvenes del siglo XXI han nacido en un entorno donde las Tecnologías de la Información y la Comunicación (TIC) están cada vez más presentes, por lo que incorporan naturalmente a sus actividades cotidianas el uso de las mismas. De esta manera, se propone aprovechar ese conocimiento que adquieren en forma casi natural para estimular la adquisición de conocimiento. Para ello, en primer lugar se realiza un recorrido acerca de las teorías del aprendizaje para luego incorporar las características de las Tecnologías de la Información y Comunicación y los beneficios de incorporarlas en el espacio áulico, entre los que se destacan la clase invertida y el aula virtual. Ambas, son propuestas atractivas del uso de las TIC para la transmisión de aprendizajes significativos construidos por los alumnos con la asistencia o guía de los docentes. Esta investigación se complementa con un trabajo de campo en el que se aplica una encuesta a diez docentes de escuelas públicas de Salta y una entrevista a la directora Prof. Ester Rivotta que expresa el alcance y las limitaciones del uso de TIC en las aulas. Se ha concluido que las TIC no están integradas a la clase en forma cotidiana. Si bien los docentes y los alumnos cuentan con sus computadoras y la escuela tiene buen acceso a Internet, este recurso aún no forma parte de la cultura escolar. La dirección escolar manifiesta su interés al valorar las TIC para despegarse del subdesarrollo aunque considera que algunas competencias como la resolución de problemas, el razonamiento, el pensamiento lógico, entre otras, no están necesariamente vinculadas a la tecnología.
_x000D_
This work aims to identify how ICT is applied in Educational Strategies in a public school of Salta, with the aim of taking advantage of the growing virtualization of the new generations. That means, children and youth of the XXI century were born in an environment where the Information and Communications Technology (ICT) are increasingly present, so they are incorporated to their course daily activities thereof. In this way, this study proposed to use that knowledge acquired in almost naturally to stimulate knowledge acquisition. Firstly, a revision of Learning Theories was performed to incorporate the characteristics of the ICT and to detect its benefits in the everyday classroom work and learn if practices such as flipped and virtual classroom are being incorporated in the course as both proposals are an attractive way to use ICT for transmitting significant learnings built by students with their teachers’ guidance. This research was closed with a field work consisting of a survey applied to ten teachers of fourth year, classroom observations and an interview to the Director of the school who expresses the scope and the limitations of using ICT in the classroom. It has been concluded that ICTs are not integrated to class on a daily basis. While teachers and students have their netbooks and the school has a good Internet access, this resource is not yet part of the school culture. The School Director expresses her interest in assessing ICT to peel off of underdevelopment, she considers that although some skills such as problem solving, reasoning, logical thinking, among others, are not necessarily linked to the incorporation of technology in the classroom.";análisis aplicación tecnologías información comunicación escuela pública arturo illia ciudad salta año     ;presente trabajo propone conocer modo aplican tic estrategias educativas escuela pública salta  objetivo aprovechar creciente virtualización nuevas generaciones  decir  niños jóvenes siglo xxi nacido entorno tecnologías información comunicación  tic  cada vez presentes  incorporan naturalmente actividades cotidianas uso mismas  manera  propone aprovechar conocimiento adquieren forma casi natural estimular adquisición conocimiento  ello  primer lugar realiza recorrido acerca teorías aprendizaje luego incorporar características tecnologías información comunicación beneficios incorporarlas espacio áulico  destacan clase invertida aula virtual  ambas  propuestas atractivas uso tic transmisión aprendizajes significativos construidos alumnos asistencia guía docentes  investigación complementa trabajo campo aplica encuesta diez docentes escuelas públicas salta entrevista directora prof  ester rivotta expresa alcance limitaciones uso tic aulas  concluido tic integradas clase forma cotidiana  si bien docentes alumnos cuentan computadoras escuela buen acceso internet  recurso aún forma parte cultura escolar  dirección escolar manifiesta interés valorar tic despegarse subdesarrollo aunque considera competencias resolución problemas  razonamiento  pensamiento lógico   necesariamente vinculadas tecnología ;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;166;82
62693;2017;Puesta en marcha de una fábrica de chips de banana;"El presente trabajo tiene como objetivo la integración de conocimientos  aplicados a la ingeniería industrial, a través de una propuesta que contemple la aplicación a procesos industriales. El mismo surgió con la idea y ambición de concretar un proyecto que sea realizable y rentable, que permita el desarrollo local y que se convierta en un camino a otros proyectos agroindustriales. Se trata de plantear la puesta en marcha de una fábrica de chips de banana. De  manera  resumida  puedo  decir  que  los  chips  de  banana,  deliciosos aperitivos  tipos  “Snack”,  son  rodajas  de  banana  freídas,  y  a  posterior saborizadas, vendidos en dos presentaciones dulces o saladas. El mercado es abastecido en la actualidad por importadores que traen este producto  de  países  como  Tailandia,  Filipinas  o  Brasil.  Sin  embargo,  en  la Argentina y precisamente en la provincia de Salta la producción de banana es una de las principales actividades, existiendo grandes pérdidas por cuestiones inherentes  a  estacionalidad  de  ventas,  distancia  de  los  mercados,  falta  de integración  de  nuevas  tecnologías  y  estándares  de  calidad,  situaciones  que podrían sortearse al menos en parte, con la industrialización de dicha fruta para producir chips, harina, almidón y/o puré de banana.   En un principio, se intenta abordar el proyecto de producción, a nivel regional. El proyecto propone ubicar la planta en un galpón existente en la finca de Hernán Del Pino, un importante productor bananero de Oran, Salta. Constará con una capacidad mínima de producción de 343 kg diarios.  La producción se realizará en turnos de 8 horas por día, en 22 días del mes a lo largo de los 12 meses del año. La organización en materia de Recursos Humanos, estará conformada por, un gerente general,  un ingeniero supervisor, personal administrativo (1), contador externo (1) y operarios (3).  El precio de venta establecido para el producto final es de $15 para bolsa de 250 gr, y de $2.000 para bolsa  de 50 kg (para los que deseen fraccionar). El  monto  de  inversión  inicial  será  de  $4.330.067.  En  términos  de rentabilidad el valor actual neto es de $ 907.116y la tasa interna de retorno es de 27,94%, con una tasa de descuento de 25%. Todo esto indica y permite inferir en forma fundada que el proyecto es rentable. Es  posible  merituar  que,  la  baja  inversión  que  se  necesita  para  la producción  de los chips de banana, el alto rendimiento de la misma, sumado a  que  en  la  actualidad  existen  restricciones  a  las  importaciones  que  beneficia ampliamente  a  la  producción  nacional  y  que  los  créditos  para  la  industria disponibles tanto a nivel nacional como provincial tienen un costo financiero muy bajo; el presente proyecto se convierte en algo realmente tentativo. Socialmente este proyecto es de alto impacto,  ya que colabora  con la generación  de  trabajo  directo,  como  así  también  con  la  creación  de  puestos indirectos de trabajo, ello dado que favorece en la generación de valor en origen, fomentando  que  actividades  como  las  que  realizan  los  medianos  y  pequeños productores  de  banana,  adquieran  un  nuevo  nivel  de  competitividad  al  tener producto con valor agregado. En  cuanto  a  su  impacto  medioambiental,  el  efluente  más  grande  del proyecto es un componente orgánico, el cual es la cáscara de banana.";puesta marcha fábrica chips banana;presente trabajo objetivo integración conocimientos  aplicados ingeniería industrial  través propuesta contemple aplicación procesos industriales  mismo surgió idea ambición concretar proyecto realizable rentable  permita desarrollo local convierta camino proyectos agroindustriales  trata plantear puesta marcha fábrica chips banana   manera  resumida  puedo  decir    chips   banana   deliciosos aperitivos  tipos  “snack”    rodajas   banana  freídas     posterior saborizadas  vendidos dos presentaciones dulces saladas  mercado abastecido actualidad importadores traen producto   países   tailandia   filipinas   brasil    embargo    argentina precisamente provincia salta producción banana principales actividades  existiendo grandes pérdidas cuestiones inherentes   estacionalidad   ventas   distancia    mercados   falta  integración   nuevas  tecnologías   estándares   calidad   situaciones  podrían sortearse menos parte  industrialización dicha fruta producir chips  harina  almidón puré banana    principio  intenta abordar proyecto producción  nivel regional  proyecto propone ubicar planta galpón existente finca hernán pino  importante productor bananero oran  salta  constará capacidad mínima producción     kg diarios   producción realizará turnos   horas día     días mes largo    meses año  organización materia recursos humanos  conformada  gerente general   ingeniero supervisor  personal administrativo      contador externo     operarios       precio venta establecido producto final     bolsa     gr         bolsa     kg  deseen fraccionar    monto   inversión  inicial                  términos  rentabilidad valor actual neto          tasa interna retorno         tasa descuento      indica permite inferir forma fundada proyecto rentable   posible  merituar     baja  inversión    necesita   producción  chips banana  alto rendimiento misma  sumado     actualidad  existen  restricciones    importaciones   beneficia ampliamente    producción  nacional     créditos    industria disponibles nivel nacional provincial costo financiero bajo  presente proyecto convierte realmente tentativo  socialmente proyecto alto impacto   colabora  generación   trabajo  directo    así     creación   puestos indirectos trabajo  ello dado favorece generación valor origen  fomentando   actividades     realizan   medianos   pequeños productores   banana   adquieran   nuevo  nivel   competitividad   tener producto valor agregado   cuanto    impacto  medioambiental    efluente   grande  proyecto componente orgánico  cáscara banana ;Ingeniería;Ingeniería Industrial;216;147
62770;2017;Modelo de negocio para la comercialización de núcleos amorfos para transformadores;"Los metales de estructura amorfa poseen propiedades magnéticas muy destacables, entre ellas las bajas pérdidas energéticas, que los convierten en una buena opción para ser utilizados en núcleos de transformadores de tensión. _x000D_
El presente trabajo elabora un modelo de negocio para la comercialización de estos núcleos._x000D_
El análisis realizado arroja como resultado que existe una fuerte tendencia hacia la incorporación de equipos eléctricos de alta eficiencia, siendo ésta una gran oportunidad para introducir los núcleos amorfos. Además, se proyecta que existe una demanda considerable, que posibilita la rentabilidad del proyecto._x000D_
Se producirán entre 200 y 300 núcleos por año, destinados al mercado del Norte Argentino._x000D_
La inversión inicial es de U$S 590.323, con un VAN a 11 años de U$S 846.940 sobre el capital propio. La TIR alcanza un 308.89%, una rentabilidad esperada de 21% y un período de repago de 1 año.";modelo negocio comercialización núcleos amorfos transformadores;"metales estructura amorfa poseen propiedades magnéticas destacables  bajas pérdidas energéticas  convierten buena opción ser utilizados núcleos transformadores tensión   x   d 
el presente trabajo elabora modelo negocio comercialización núcleos  x   d 
el análisis realizado arroja resultado existe fuerte tendencia hacia incorporación equipos eléctricos alta eficiencia  siendo ésta gran oportunidad introducir núcleos amorfos  además  proyecta existe demanda considerable  posibilita rentabilidad proyecto  x   d 
se producirán         núcleos año  destinados mercado norte argentino  x   d 
la inversión inicial u s          van    años u s         capital propio  tir alcanza          rentabilidad esperada     período repago   año ";Ingeniería;Ingeniería Industrial;0;0
62787;2017;Proyecto de inversión aplicado a la producción de cerveza artesanal;El siguiente estudio de viabilidades se realiza bajo el marco de un Trabajo Final de Grado de la Facultad de Ingeniería en la Universidad Católica de Salta. Con la intención de determinar el éxito o fracaso, es que se lleva a cabo un estudio de las viabilidades comercial, operativa y financiera del mercado, aplicado a un micro emprendimiento de producción de cerveza artesanal. Argentina es un país con un alto consumo de cervezas en donde el consumo per cápita de cerveza ha tenido un crecimiento que pasó de los 33 litros por persona en el año 2002 a unos 44 litros en el año 2012. Estimándose que el consumo per cápita hoy en día rondaría por los 51 litros por persona. En relación con las cervezas artesanales, Argentina tiene un bajo consumo con respecto a otros países. En estos últimos años este producto está siendo tendencia, y actualmente alcanzo una participación del 2% del total de cervezas que se produce en todo el país según un informe brindad por Leo Ferrari (Dueño de Antares Cervecería Artesanal) y Martin Boan (Pte. Del Centro de Cata de Cerveza Artesanal). En Salta Capital la cerveza artesanal es un producto que se está convirtiendo en una tendencia y han comenzado a aparecer pequeños productores. Ya que al ser una ciudad turística, la demanda de productos regionales es grande y por esto se ve el negocio de cervezas artesanales como una alternativa bastante viable. La viabilidad comercial revela un mercado atractivo y con un alto nivel de demanda, débil a moderada presión por parte de los participantes en el micro entorno pero un macro entorno desfavorable, principalmente económico y político. Sin embargo, actualmente, el gobierno está buscando ayudar a las Pymes mediante la aprobación de la Ley PyMEs. Esta iniciativa, brinda un tratamiento impositivo diferencial a las PyMEs de acuerdo con las inversiones productivas. Se define una estrategia de penetración de mercado a través de una cerveza estilo Weissbier y Sweet Stout (Negra) en botella de 660 cm 3 y barriles de 20 litros para fiestas como así también barriles de 50 litros para bares, los cuales tendrán un precio de $50, $1.300 y $2.750 respectivamente, con una publicidad a nivel masivo. Con respecto a la viabilidad técnica, la existencia de los numerosos productores artesanales en el país ha permitido que los insumos y los conocimientos técnicos sean de fácil acceso. Teniendo varios proveedores de materia prima y equipamientos. También se pudo identificar que la ciudad de Salta (Capital) es más idónea para el proceso productivo. Continuando con la evaluación se determinó la figura administrativa y el requerimiento de los recursos humanos por medio del Estudio Organizacional. De los diferentes estudios se pudo determinar, para el volumen de producción establecido, que es necesaria una inversión inicial solo en equipos y herramientas de $240.763,25, una inversión en obras físicas e infraestructura de $ 148.520 y una inversión en capital de trabajo de $ 78.386,60. Con un periodo de recupero de la inversión en el 3° Año. Finalmente, se utilizó la información recopilada de los estudios anteriores para evaluar la factibilidad económica del proyecto, y realizar una proyección de flujos de caja a diez años, determinándose una tasa de descuento cuyo valor es de un 27%. Se calcularon, también los indicadores de evaluación. Con los análisis del Estudio de Mercado, Estudio Técnico, Estudio Administrativo y Legal, Estudio Ambiental y el Estudio Económico – Financiero se concluye que el proyecto en sus diferentes etapas es viable, puesto que nos entrega resultados favorables con un Valor Actual Neto (VAN) de $ 325.318,71 y una Tasa Interna de Retorno (TIR) del 43%, considerando un proyecto financiado por recursos propios, con un periodo de recupero en el 3° año. Por otro lado, considerando un financiamiento externo del 40% de la inversión requerida, se obtuvo un Valor Actual Neto de $360.180,66 y una Tasa Interna de Retorno del 50% con un periodo de recupero en el 4° año. Es importante aclarar la alta incidencia de la mano de obra.;proyecto inversión aplicado producción cerveza artesanal;siguiente estudio viabilidades realiza bajo marco trabajo final grado facultad ingeniería universidad católica salta  intención determinar éxito fracaso  lleva cabo estudio viabilidades comercial  operativa financiera mercado  aplicado micro emprendimiento producción cerveza artesanal  argentina país alto consumo cervezas consumo per cápita cerveza crecimiento pasó    litros persona año         litros año       estimándose consumo per cápita hoy día rondaría    litros persona  relación cervezas artesanales  argentina bajo consumo respecto países  últimos años producto siendo tendencia  actualmente alcanzo participación    total cervezas produce país según informe brindad leo ferrari  dueño antares cervecería artesanal  martin boan  pte  centro cata cerveza artesanal   salta capital cerveza artesanal producto convirtiendo tendencia comenzado aparecer pequeños productores  ser ciudad turística  demanda productos regionales grande ve negocio cervezas artesanales alternativa bastante viable  viabilidad comercial revela mercado atractivo alto nivel demanda  débil moderada presión parte participantes micro entorno macro entorno desfavorable  principalmente económico político  embargo  actualmente  gobierno buscando ayudar pymes mediante aprobación ley pymes  iniciativa  brinda tratamiento impositivo diferencial pymes acuerdo inversiones productivas  define estrategia penetración mercado través cerveza estilo weissbier sweet stout  negra  botella     cm   barriles    litros fiestas así barriles    litros bares  cuales precio                    respectivamente  publicidad nivel masivo  respecto viabilidad técnica  existencia numerosos productores artesanales país permitido insumos conocimientos técnicos fácil acceso  varios proveedores materia prima equipamientos  pudo identificar ciudad salta  capital  idónea proceso productivo  continuando evaluación determinó figura administrativa requerimiento recursos humanos medio estudio organizacional  diferentes estudios pudo determinar  volumen producción establecido  necesaria inversión inicial solo equipos herramientas              inversión obras físicas infraestructura           inversión capital trabajo              periodo recupero inversión  ° año  finalmente  utilizó información recopilada estudios anteriores evaluar factibilidad económica proyecto  realizar proyección flujos caja diez años  determinándose tasa descuento cuyo valor      calcularon  indicadores evaluación  análisis estudio mercado  estudio técnico  estudio administrativo legal  estudio ambiental estudio económico – financiero concluye proyecto diferentes etapas viable  puesto entrega resultados favorables valor actual neto  van               tasa interna retorno  tir       considerando proyecto financiado recursos propios  periodo recupero  ° año  lado  considerando financiamiento externo     inversión requerida  obtuvo valor actual neto             tasa interna retorno     periodo recupero  ° año  importante aclarar alta incidencia mano obra ;Ingeniería;Ingeniería Industrial;0;0
62843;2017;Comunicación en Crisis e Imagen Institucional del gobierno de la provincia de Salta en el marco de casos de desnutrición infantil ocurridos durante el primer trimestre del año 2015;"Estudio de la Comunicación en Crisis y la Imagen Institucional del gobierno de la provincia de Salta, en el marco de casos de desnutrición infantil ocurridos durante el primer trimestre del año 2015. El objetivo del mismo fue determinar si la gestión de comunicación del Gobierno, fue coherente con la imagen que se quería proyectar. Analizada desde las publicaciones del periódico El Tribuno entre los meses de Enero y Marzo y contrastada con encuestas que se realizaron a los ciudadanos a fin de conocer la opinión pública. En cuanto al Marco Teórico se buscó definir: qué es y cuáles son los factores incidentes en la creación de la Imagen Institucional y cómo se debieran comunicar en momentos de crisis. Se agregaron conceptos para conocer a cerca de desnutrición infantil y comprender cuáles son sus características principales. Se llegó a la conclusión que no hubo de parte del Gobierno Provincial ninguna articulación de respuestas a una situación de cambio que amenazaba su imagen, especialmente por el modo en que la ciudadanía percibió los acontecimientos y a la falta de reacción ante ellos. 
_x000D_
Study of Crisis Communication and Institutional Image of the government of the state of Salta, in the framework of cases of child malnutrition that occurred during the first quarter of 2015. The objective was to determine if the communication management of the Government was consistent with the image to be projected. Analyzed from the publications of the newspaper El Tribuno between the months of January and March and contrasted with surveys that were made to citizens in order to know public opinion. The theoretical framework sought to define: what is and what are the factors incident in the creation of the Institutional Image and how they should communicate in times of crisis. Concepts were added to learn about child malnutrition and to understand its main characteristics. It was concluded that there was no joint response from the State Government to a situation of change that threatened its image, especially by the way in which the citizens perceived the events and the lack of reaction to them.";comunicación crisis imagen institucional gobierno provincia salta marco casos desnutrición infantil ocurridos primer trimestre año     ;estudio comunicación crisis imagen institucional gobierno provincia salta  marco casos desnutrición infantil ocurridos primer trimestre año       objetivo mismo determinar si gestión comunicación gobierno  coherente imagen quería proyectar  analizada publicaciones periódico tribuno meses enero marzo contrastada encuestas realizaron ciudadanos fin conocer opinión pública  cuanto marco teórico buscó definir  cuáles factores incidentes creación imagen institucional cómo debieran comunicar momentos crisis  agregaron conceptos conocer cerca desnutrición infantil comprender cuáles características principales  llegó conclusión parte gobierno provincial ninguna articulación respuestas situación cambio amenazaba imagen  especialmente modo ciudadanía percibió acontecimientos falta reacción  ;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;36;67
62846;2017;Estrategias comunicacionales para fomentar el uso de los servicios públicos de salud por parte de la población adolescente de la Ciudad de Salta;"Descripción de las estrategias comunicacionales de salud destinadas a adolescentes en centros sanitarios públicos de la Ciudad de Salta. Propuesta de una estrategia de comunicación elaborada a partir del Paradigma de Comunicación Participativa Comunitaria. 
_x000D_
Description of communicational health strategies for adolescents in public health centers in Salta City. Proposal of a communication strategy elaborated from the participatory model of communication.";estrategias comunicacionales fomentar uso servicios públicos salud parte población adolescente ciudad salta;descripción estrategias comunicacionales salud destinadas adolescentes centros sanitarios públicos ciudad salta  propuesta estrategia comunicación elaborada partir paradigma comunicación participativa comunitaria  ;Artes y Ciencias;Licenciatura en Comunicaciones Sociales;125;63
